section,section_id,section_sis_id,submitted,attempt,410964: General,0,410772: Lab significantly reinforces the material taught in the lectures.,1.0,"410776: Through lab, I learned how to apply knowledge from this course to real-world problems.
 ",1.0,410798: Lab introduced new content that was not presented in the lectures.,1.0,410938: Did labs challenge you to an appropriate level?,1.0,410939: I looked forward to attending lab each week.,1.0,410933: Select your three favorite labs:,1.0,410935: Why were those three labs your favorite?,1.0,410936: What could have been done better in your favorite three labs?,1.0,410934: Select your three least favorite labs:,1.0,410937: Why were those three labs your least favorite? What could have been done better?,1.0,410961: Software,0,"410803: Prior to this class, I had no experience with programming.",1.0,"410802: Prior to this class, I had no experience with Jupyter Notebooks.",1.0,410834: The Jupyter Notebook labs were appropriate for my programming background.,1.0,410801: The software required for lab was reasonable and requirements were well communicated.,1.0,"410884: On a scale of 1 to 5, how challenging was installing the software required for labs?",1.0,"410885: On a scale of 1 to 5, how clear were the instructions for software installation?",1.0,"410831: Web-based labs (Traveling Salesman Problem, Shortest Path, and Minimum Spanning Tree) were self-explanatory.",1.0,410832: Jupyter Notebook labs were self-explanatory.,1.0,410833: Which style of lab did you prefer?,1.0,"410836: I could implement an idea (LP, algorithm, etc.) in a Jupyter Notebook independently.",1.0,410949: How did you feel about the use of Jupyter Notebooks in lab? What did you like/dislike? What could have been done better?,1.0,"410968: GILP (Python Package)
In both the simplex and branch  bound lab, we use a python package called gilp. This python package generated the linear programming visualizations in these labs (recall the isoprofit slider and rotating 3d LP feasible regions). The remaining questions ask about the python package itself as well as the labs that used it.",0,"410969: The python package, gilp, improved my understanding of the simplex algorithm.",1.0,"410970: The python package, gilp, improved my understanding of the branch and bound algorithm.",1.0,410973: Understanding the geometrical interpretation of a linear program helped me better reason about linear programs in general.,1.0,410974: Understanding the geometrical interpretation of the simplex and branch  bound algorithms helped me understand the mechanics of these algorithms.,1.0,"410977: Prior to seeing visualizations produced by gilp, I had a strong understanding of the geometrical interpretation of linear programs, simplex, and branch  bound.",1.0,"410975: The python package, gilp, taught me the geometrical interpretation of LPs, simplex, and branch  bound.",1.0,"411468: Was there any misconception you had about linear programs, simplex, or branch  bound that your interaction with gilp visualizations corrected? If yes, please briefly describe the misconception that was addressed.",1.0,410988: What did you particularly enjoy about the gilp components of the lab?,1.0,410989: What did you particularly dislike about the gilp components of the lab?,1.0,410990: How could gilp be improved to better accommodate students?,1.0,n correct,n incorrect,score
"DIS201-PT, LEC002-PT","26355, 31405","7123_2020FA_1_9477, 358586_2020FA_1_2_1_19896",2020-12-10 19:28:55 UTC,1,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,2 - Disagree,0.0,3 - Just Right,0.0,5 - Strongly Agree,0.0,"Shortest Path,Minimum Spanning Tree,First Year Writing Seminars",0.0,All three of these labs really enriched my understanding of the topics and were easy to follow.,0.0,n/a,0.0,"Transportation,LP Formulation",0.0,"I felt that both of these labs took significantly longer than any of the other labs. As someone who has never coded before, I feel they had code that I was not confident in and/ or had never learned. ",0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,2 - Disagree,0.0,5 - Strongly Agree,0.0,2,0.0,5 - Clear,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,Web-based,1.0,1 - Strongly Disagree,1.0,"I feel that students who had experience with coding/ Jupyter Notebook had a significant advantage over students who didn't. Perhaps pairing students with experience with students without experience could have been a way to negate this issue, but I understand this is difficult since half the students were remote. I definitely feel I learned a lot about python that will help when I take CS 1110 in the spring, but really struggled writing code without a lot of guidance or any prior experience. ",0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,"Overall, I just feel that gilp helped with visualizing the LP iterations as they run. Before, I didn't really understand how the iterations looked on a graph, but running these through gilp and seeing the different paths I could take to get to the optimal solution really helped my understanding.",0.0,The way it showed each dictionary as you moved through iterations,0.0,n/a,0.0,n/a,0.0,13,21,1.0
"DIS205-OL, LEC003-OL","32299, 31406","358586_2020FA_1_3_1_21007, 358586_2020FA_1_3_1_19897",2020-12-10 19:02:41 UTC,1,"",0,5 - Strongly Agree,0.0,4 - Agree,0.0,2 - Disagree,0.0,2,0.0,4 - Agree,0.0,"Simplex,LP Formulation,Seat Packing",0.0,"I just love integer programs and LP programs. Also, these labs were more relatable to the real world so it was really fun to apply what we learned.",0.0,"Honestly, I believe they were perfect. ",0.0,"Traveling Salesman Problem,Minimum Spanning Tree,Branch & Bound + Knapsack",0.0,These labs were my least favorite probably because they were either less code intensive or they were super long. I think maybe if there were more coding sections and less questions to answer.,0.0,"",0,1 - Strongly Disagree,1.0,1 - Strongly Disagree,1.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,1 - Easy,1.0,5 - Clear,0.0,2 - Disagree,0.0,5 - Strongly Agree,0.0,Jupyter Notebook,0.0,5 - Strongly Agree,0.0,Loved it. Maybe emphasize a bit more on Jupyter Notebook. You get a sense of excitement when you're able to write out an LP by yourself on Jupyter Notebook (I think being able to write an LP yourself on Jupyter Notebook is pretty important). I think what could be done better would be to  maybe add lectures/labs on writing python in Jupyter Notebook.,0.0,"",0,5 - Strongly Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,2 - Disagree,0.0,4 - Agree,0.0,"Nope, there were no misconceptions. The graphical representations were super helpful. Also, maybe some of the branch and bound gilp visualizations were a bit confusing (maybe reorganize them and give more context for each branch and bound geometric visualization).",0.0,I enjoyed looking at the graphs since it made it easier for me (a visual learner) to understand LP formulations and constraints.,0.0,"I loved gilp components a lot, but I would've liked to learn how to code using gilp.",0.0,"I think maybe teaching students how to write code with gilp would not only be fun, but it would allow them to understand the module more and maybe even the geometric visualizations for LPs.",0.0,14,20,1.0
"DIS201-PT, LEC001-PT","26355, 26350","7123_2020FA_1_9477, 358586_2020FA_1_1_1_9476",2020-12-10 18:40:55 UTC,1,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,3 - Just Right,0.0,4 - Agree,0.0,"Maximum Flow,First Year Writing Seminars,Diet Problem",0.0,"The maximum flow lab really helped me to understand the topic and reinforce what we learned in the lectures, while the FWS and diet problem labs were directly applicable to my daily life, so it was interesting to see how the concepts we learned could be used for common problems.",0.0,"",0.0,"LP Formulation,Seat Packing,Branch & Bound + Knapsack",0.0,"These were much harder to understand than the other labs as well as much longer, especially the branch and bound + knapsack lab. There could have been better explanations throughout the lab to improve it.",0.0,"",0,2 - Disagree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,3,0.0,4,0.0,4 - Agree,0.0,4 - Agree,0.0,Jupyter Notebook,0.0,4 - Agree,0.0,"I like the use of Jupyter Notebooks in lab because they helped me visualize what the code did so that the concepts could be further cemented. Also, the interface was easy to use. However, I did have some trouble with installation/an update in the middle of the semester since I have a windows laptop, so clearer instructions could have been given for that.",0.0,"",0,4 - Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,2 - Disagree,0.0,4 - Agree,0.0,No misconceptions,0.0,Visualizing the concepts made it much easier to understand the topics.,0.0,"",0.0,"",0.0,11,23,1.0
"DIS201-PT, LEC001-PT","26355, 26350","7123_2020FA_1_9477, 358586_2020FA_1_1_1_9476",2020-12-10 18:30:28 UTC,1,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,2,0.0,5 - Strongly Agree,0.0,"Traveling Salesman Problem,First Year Writing Seminars,Diet Problem",0.0,"I think those labs all gained the most from using computation to apply more of the ideas were learned in class on a bigger scale. Additionally, I felt that these labs were the most hands on the with the programming, so it helped you better understand how the algorithms are working.",0.0,I think there could have been more specificity when it came to describing the situation and the problems that we are trying to answer. Sometimes they were just worded in a confusing way. ,0.0,"Shortest Path,Minimum Spanning Tree,Maximum Flow",0.0,"I think there were pretty repetitive and they strayed a lot from what we learned from class, so it was challenging to grasp what we were trying to solve in that short amount of time.",0.0,"",0,2 - Disagree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,2,0.0,5 - Clear,0.0,3 - Neutral,0.0,2 - Disagree,0.0,Jupyter Notebook,0.0,2 - Disagree,0.0,"I think that it was nice to get to use more computation in our work with Jupyter Notebook. But there were some annoyances when using it. I would be really annoying to run the code if you changed something earlier since all the code would have to run again. I think the instructions on how to implement the code in the lab could be more clear, as well.",0.0,"",0,5 - Strongly Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,I didn't properly understand how the iso profit lines worked before so using the slider with gilp helped me visualize how they work and shifted. ,0.0,"It was easy to use and clear when the isoprofit line hit the optimal solution. Additionally, it helped it IP problems as well.",0.0,"Sometimes, with gilp the isoprofit lines or the plane didn't move across the graph, so it was hard to learn from at times.",0.0,I think the animations in 3D can be improved to make it easier for students to see from all angles since sometimes the 3D problems can be really hard to understand. ,0.0,11,23,1.0
"LEC002-PT, DIS201-PT","31405, 26355","358586_2020FA_1_2_1_19896, 7123_2020FA_1_9477",2020-12-10 18:19:25 UTC,1,"",0,3 - Neutral,0.0,4 - Agree,0.0,4 - Agree,0.0,1 - Too Hard,1.0,2 - Disagree,0.0,"Shortest Path,First Year Writing Seminars,Diet Problem",0.0,I feel like I learned the most during those labs. They had less coding making it easier to learn the content.,0.0,nothing,0.0,"Transportation,LP Formulation,Branch & Bound + Knapsack",0.0,These were my least favorite because the code necessary to complete the lab made it hard to understand what I was missing in my conceptual knowledge.,0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,1 - Strongly Disagree,1.0,1 - Strongly Disagree,1.0,4,0.0,3,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,Web-based,1.0,1 - Strongly Disagree,1.0,I liked that it was all on my computer but did not like the coding aspect.,0.0,"",0,2 - Disagree,0.0,2 - Disagree,0.0,3 - Neutral,0.0,1 - Strongly Disagree,1.0,3 - Neutral,0.0,3 - Neutral,0.0,no,0.0,the visual aspect was a nice component,0.0,I thought it was difficult to understand what they were saying,0.0,be more specific about which iterations go with which branch,0.0,17,17,1.0
"DIS205-OL, LEC003-OL","32299, 31406","358586_2020FA_1_3_1_21007, 358586_2020FA_1_3_1_19897",2020-12-10 18:17:43 UTC,1,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,3 - Just Right,0.0,3 - Neutral,0.0,"Baseball Elimination,First Year Writing Seminars,Seat Packing",0.0,"I found those three labs to be most relatable to my life. For example, after doing those three labs, I was able to tell if a team from a soccer league would be eliminated or not, how I would be assigned to FWS in the upcoming Spring semester, and how Cornell designed the seating charts for everyone while maintaining social distancing rules.",0.0,"Nothing much, I really enjoyed those three.",0.0,"Simplex,LP Formulation,Branch & Bound + Knapsack",0.0,"They were not my least favorite for being the least interesting but for being the longest and very demanding. I would have to type out the equations for each iteration or some sort, and that took a lot of time.",0.0,"",0,2 - Disagree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,2,0.0,5 - Clear,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,Jupyter Notebook,0.0,3 - Neutral,0.0,"I liked what I write as a code would run and display a seating chart, branch-and-bound diagram, etc. Sometimes it was challenging to write a correct code to implement, but TAs were helpful whenever I was stuck. ",0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,5 - Strongly Agree,0.0,"No, I did not have any misconception about those topics.",0.0,"Just the fact that I can see some kind of visual and the fact that I can interact with it, such as sliding the bar when finding the optimal value of a function.",0.0,None.,0.0,"I think it was a little frustrating when we had to update gilp, but it would not work. Again, TAs were very helpful at this stage.",0.0,11,23,1.0
"DIS201-PT, LEC002-PT","26355, 31405","7123_2020FA_1_9477, 358586_2020FA_1_2_1_19896",2020-12-10 18:16:43 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3 - Just Right,0.0,3 - Neutral,0.0,"Minimum Spanning Tree,Maximum Flow,First Year Writing Seminars",0.0,I just understood them the best,0.0,understand Jupiter notebook more ,0.0,"Transportation,Simplex,Branch & Bound + Knapsack",0.0,harder to follow,0.0,"",0,2 - Disagree,0.0,5 - Strongly Agree,0.0,2 - Disagree,0.0,5 - Strongly Agree,0.0,2,0.0,4,0.0,4 - Agree,0.0,3 - Neutral,0.0,Jupyter Notebook,0.0,2 - Disagree,0.0,I like it but it was hard,0.0,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,not really just reinforced understanding,0.0,they were fine,0.0,sometimes kind of laggy,0.0,sorry but i have no clue,0.0,11,23,1.0
"LEC001-PT, DIS201-PT","26350, 26355","358586_2020FA_1_1_1_9476, 7123_2020FA_1_9477",2020-12-10 18:16:40 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3 - Just Right,0.0,4 - Agree,0.0,"Maximum Flow,Transportation,First Year Writing Seminars",0.0,i liked the labs that drew out visual models so I could visualize the iterations of the algorithm,0.0,"maybe help us a bit with the python syntax, this was often the most difficult part to figure out",0.0,"Traveling Salesman Problem,Seat Packing,Branch & Bound + Knapsack",0.0,All the labs were pretty good these were just more boring or really simple and I didn't learn a lot.,0.0,"",0,2 - Disagree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3,0.0,5 - Clear,0.0,4 - Agree,0.0,3 - Neutral,0.0,Jupyter Notebook,0.0,4 - Agree,0.0,"I really liked them. Super easy to vizualize everything and see what was happening. I think you should add a little bit more about specific Python syntax in the labs; We often had questions not about the content, but about the syntax of the code to write.",0.0,"",0,4 - Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,3 - Neutral,0.0,"Not really, but it was good to strengthen my understanding through visualization ",0.0,"being able to see what was happening in the algorithm geometrically

 ",0.0,none,0.0,its good,0.0,11,23,1.0
"LEC001-PT, DIS201-PT","26350, 26355","358586_2020FA_1_1_1_9476, 7123_2020FA_1_9477",2020-12-10 18:15:26 UTC,1,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3 - Just Right,0.0,4 - Agree,0.0,"Shortest Path,Minimum Spanning Tree,Simplex",0.0,The earlier two showed us visual representations of the algorithms we learned as well as the simplex graphical models were interesting,0.0,Nothing comes to mind,0.0,"Baseball Elimination,First Year Writing Seminars,Seat Packing",0.0,The software gave troubles for some of these labs,0.0,"",0,4 - Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,1 - Easy,1.0,5 - Clear,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,Jupyter Notebook,0.0,3 - Neutral,0.0,"I like Jupyter Notebook, however some general context in python might have helped",0.0,"",0,4 - Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,no,0.0,It helps visualize what the things we learn in lecture come out to,0.0,A bit hard to understand the code behind it,0.0,Perhaps earlier introduction in labs,0.0,12,22,1.0
"LEC002-PT, DIS201-PT","31405, 26355","358586_2020FA_1_2_1_19896, 7123_2020FA_1_9477",2020-12-10 18:12:39 UTC,1,"",0,5 - Strongly Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,3 - Just Right,0.0,4 - Agree,0.0,"Minimum Spanning Tree,Baseball Elimination,First Year Writing Seminars",0.0,A good usage of technology that were not too tedious in running too many iterations of a certain algorithm.,0.0,"I am not too sure, I don't remember them in their entirety. ",0.0,"Traveling Salesman Problem,Simplex,Seat Packing",0.0,"TSP I just was not the best at since it was my first and I didn't understand concepts fully yet, but the other two labs just were very tedious and made you run through many questions doing very similar things to finish out an algorithm. ",0.0,"",0,1 - Strongly Disagree,1.0,5 - Strongly Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,2,0.0,5 - Clear,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,Web-based,1.0,4 - Agree,0.0,"I think it is good to get an introduction into coding, sometimes unclear what needs to be done though which could mess up the purpose of the lab.",0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,Yes it more easily showed how the simplex programs were solved going from each constraint to the next and moving along the line to solve the optimal solution.,0.0,They were cool to show how each set of constraints formulated a graph.,0.0,Sometimes they were clunky and hard to get specific answers from.,0.0,I think not much could be done. Pretty good overall. ,0.0,13,21,1.0
"LEC001-PT, DIS201-PT","26350, 26355","358586_2020FA_1_1_1_9476, 7123_2020FA_1_9477",2020-12-10 18:04:04 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,2,0.0,4 - Agree,0.0,"Transportation,First Year Writing Seminars,Branch & Bound + Knapsack",0.0,They were fun and they were the ones I remembered the most.,0.0,Don't think anything.,0.0,"Simplex,LP Formulation,Seat Packing",0.0,I just remember being confused. More explanation on the different iterations of simplex. ,0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,2,0.0,5 - Clear,0.0,4 - Agree,0.0,4 - Agree,0.0,Jupyter Notebook,0.0,4 - Agree,0.0,"I liked them for most part. Annoying to get used to, but once I got the hang it wasn't bad at all. ",0.0,"",0,3 - Neutral,0.0,3 - Neutral,0.0,4 - Agree,0.0,4 - Agree,0.0,2 - Disagree,0.0,4 - Agree,0.0,"Yes, it was great to see the ""snake"" traveling across the different axis.",0.0,Nothing in particular.,0.0,Nothing,0.0,Not sure,0.0,11,23,1.0
"LEC002-PT, DIS201-PT","31405, 26355","358586_2020FA_1_2_1_19896, 7123_2020FA_1_9477",2020-12-10 17:53:39 UTC,1,"",0,4 - Agree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,3 - Just Right,0.0,5 - Strongly Agree,0.0,"Baseball Elimination,Seat Packing,Diet Problem",0.0,"From my memory, I just enjoyed them the most and helped reinforce the concepts we have learned to real world problems.",0.0,I sometimes found it difficult to work collaboratively with COVID and online. ,0.0,"Traveling Salesman Problem,Shortest Path,Minimum Spanning Tree",0.0,The first three were my least favorite because I really enjoyed engaging with code and with jupyter notebook.,0.0,"",0,2 - Disagree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,4,0.0,3,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,Jupyter Notebook,0.0,5 - Strongly Agree,0.0,I really enjoyed using the Juptyer Notebooks in lab. I enjoy coding so I liked seeing how the models we talked about in class could be encoded/programmed.,0.0,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,3 - Neutral,0.0,4 - Agree,0.0,No,0.0,"I enjoyed the interactivity and comprehensible 3d models that are often hard to draw in notes. Helps to have a 3d model to see the geometric intepretation of simplex, etc. rather than just my drawings in my notes. ",0.0,N/A,0.0,N/A,0.0,11,23,1.0
"DIS205-OL, LEC003-OL","32299, 31406","358586_2020FA_1_3_1_21007, 358586_2020FA_1_3_1_19897",2020-12-10 17:33:42 UTC,1,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,2,0.0,3 - Neutral,0.0,"Minimum Spanning Tree,Maximum Flow,First Year Writing Seminars",0.0,Seeing how to construct graphs is interesting and helped me reinforce my knowledge about them,0.0,No,0.0,"Traveling Salesman Problem,Simplex,LP Formulation",0.0,A bit tedious. ,0.0,"",0,2 - Disagree,0.0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3,0.0,5 - Clear,0.0,3 - Neutral,0.0,3 - Neutral,0.0,Jupyter Notebook,0.0,3 - Neutral,0.0,I like the use of jupyter notebook. It gives me ,0.0,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,No,0.0,Nice to see the visualize version of algorithms.,0.0,No,0.0,"As a student who intends to major in CS, I would love to learn more about how to use OR tools on jupyter notebook",0.0,11,23,1.0
"LEC001-PT, DIS203-PT, DIS201-PT","26350, 26345, 26355","358586_2020FA_1_1_1_9476, 7125_2020FA_1_10521, 7123_2020FA_1_9477",2020-12-10 17:06:12 UTC,1,"",0,4 - Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,3 - Just Right,0.0,3 - Neutral,0.0,"Transportation,Seat Packing,Diet Problem",0.0,"Had real-world, even Cornell-based applications.",0.0,Perhaps doing some more of the model-building. I doubt we'll have the OR-tools package from this class in a real problem setting.,0.0,"Baseball Elimination,Transportation,Simplex",0.0,I didn't like the ones that hammered a point for too long. It felt like a slog and had marginal returns after a while.,0.0,"",0,1 - Strongly Disagree,1.0,1 - Strongly Disagree,1.0,5 - Strongly Agree,0.0,4 - Agree,0.0,1 - Easy,1.0,5 - Clear,0.0,3 - Neutral,0.0,5 - Strongly Agree,0.0,Jupyter Notebook,0.0,5 - Strongly Agree,0.0,I liked using them because it's relevant to other classes and it saved paper from the web-based labs. Sometimes inserting images interrupted the workflow but that's about it.,0.0,"",0,4 - Agree,0.0,3 - Neutral,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,"",0.0,Particularly helped visualize the different ways you could choose the next constraint to limit in simplex.,0.0,Some small bugs in looking at graphs of LPs. The slider seemed to reset too easily based on minimal interactions with the rest of the interface and that could make you lose your progress.,0.0,Perhaps showing in more detail the tree traversal of branch and bound. That or provide markers for order of traversal so far so it's easier to keep in your mind.,0.0,14,20,1.0
"LEC001-PT, DIS201-PT","26350, 26355","358586_2020FA_1_1_1_9476, 7123_2020FA_1_9477",2020-12-10 15:30:46 UTC,1,"",0,4 - Agree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,4,0.0,2 - Disagree,0.0,"Shortest Path,Minimum Spanning Tree,Baseball Elimination",0.0,"I quite liked the visual components of the shortest path and MST labs, and the baseball elimination lab was an interesting application of max-flow.",0.0,"I'm not sure that this applies to these particular labs, but some of the labs boiled down to running a cell, recording the output, and making a trivial conclusion based on the data. ",0.0,"Transportation,First Year Writing Seminars,LP Formulation",0.0,"I just didn't care for the topics much. That's a me problem, the labs were fine on the whole.",0.0,"",0,1 - Strongly Disagree,1.0,1 - Strongly Disagree,1.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,2,0.0,5 - Clear,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,Web-based,1.0,5 - Strongly Agree,0.0,"Jupyter Notebooks are great, I had no complaints with them.",0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,None that I can think of.,0.0,"Visualizations of data are good points to ask ""do I really understand what's going on here or am I just writing numbers and variables down for no reason?""",0.0,Nothing I can think of.,0.0,Nothing I can think of.,0.0,14,20,1.0
